sample_id,source,question,gold_answer,task_type
musique_0605,musique,Who sings with the performer of It Would Be You on Every Storm?,Co-writer Hillary Lindsey,compositional
squad_0483,squad,How many nominations did Beyoncé receive at the 52nd Grammy Awards ceremony?,ten,numerical
squad_0367,squad,How long was Beyonce depressed?,a couple of years,temporal
hotpotqa_0595,hotpotqa," Jessica, is the second single from York-based rock band Elliot Minor, the band wrote this song out of their affection for which American actress and businesswoman?",Jessica Marie Alba,entity
musique_0434,musique,When did the performer of The Promise of a New Day quit as a judge?,before season nine,temporal
hotpotqa_0530,hotpotqa,Summit1g started streaming the battle royale game published by which company?,PUBG Corp.,entity
hotpotqa_0457,hotpotqa,"What football club has won 3 UFEA Super Cups, and has also employed Scottish footballer Hugh ""Hughie"" Clifford?",Liverpool Football Club,compositional
hotpotqa_0477,hotpotqa,Which American animated television series created by Trey Parker and Matt Stone features a character called Butters who thinks up schemes to take over the world in its 86th episode?,South Park,compositional
hotpotqa_0894,hotpotqa,When was the 15th pick of the 2011 NFL born ?,"July 24, 1989",temporal
musique_0150,musique,In which year did the manufacturer of the Nord 1500 Griffon end?,1970,temporal
musique_0315,musique,When did the author of A Defence of Poetry die?,8 July 1822,compositional
musique_0932,musique,What award did the author of Bonfire of the Vanities receive?,Jefferson Lecture,compositional
musique_0731,musique,When did the admiral twin open in the city where Oral Roberts University is located?,1998,temporal
musique_0989,musique,What standard is described by the scheme that is used almost exclusively for building new information processing systems?,ISO 8859-1,entity
squad_0143,squad,Which person oversaw the creation of a science hall at Notre Dame in 1883?,Fr. Zahm,entity
squad_0015,squad,How many BS level degrees are offered in the College of Engineering at Notre Dame?,eight,numerical
musique_0791,musique,What league did the team Ken Reed was a member of play in?,Canadian Football League,entity
musique_0230,musique,Henry Cromwell's father began burying national figures in the abbey starting with whom?,Admiral Robert Blake,entity
squad_0104,squad,Notre Dame students had a showdown in 1924 with which anti-catholic group?,the Ku Klux Klan,entity
hotpotqa_0458,hotpotqa,Garth Jennings and Lee Cheol-ha shared what occupation?,film director,entity
hotpotqa_0681,hotpotqa,Mark Geragos was involved in the scandal that took place in what decade?,1990s,temporal
hotpotqa_0185,hotpotqa,Jayantabhai Ki Luv Story includes a lead role for the film actress and model who is a native of what city?,Bihar,entity
squad_0305,squad,What magazine rated Beyonce as the most powerful female musician in 2015?,Forbes,entity
squad_0247,squad,What songs does the trumpet section of the Band of the Fighting Irish play preceding home football games?,the Notre Dame Victory March and the Notre Dame Alma Mater,entity
squad_0032,squad,To whom was John B. Kroc married?,Ray Kroc,entity
hotpotqa_0278,hotpotqa,"George Palmer Putnam, was an American publisher, author and explorer, known for his marriage to who, which American aviation pioneer and author, and was the first female aviator to fly solo across the",Amelia Earhart,entity
squad_0281,squad,When did Beyoncé rise to fame?,late 1990s,temporal
hotpotqa_0252,hotpotqa,"Die Meistersinger von Nürnberg and Iphigénie en Aulide, are which type of music drama?",opera,entity
musique_0373,musique,In what century did the person after who Saint-Nicolas church is named become the influence for red being worn by Santa Claus?,4th,compositional
musique_0456,musique,What new residential powers did the agency that pioneered DNA testing now have?,search a house while the residents are away,other
musique_0648,musique,Who sings Meet Me in Montana with the performer of Steppin' Stone?,Dan Seals,entity
hotpotqa_0527,hotpotqa,"Mark Rankin and Cedric Bixler-Zavala, band is what type genre?",rock,other
squad_0386,squad,Beyonce starred with Cuba Gooding Jr. in which film?,The Fighting Temptations,entity
hotpotqa_0574,hotpotqa,"The actress that plays Amber in the sitcom ""The Old Guys"" received a BAFTA TV Award in 2014 for her role in what tv show?","""The IT Crowd""",entity
squad_0330,squad,I which church was Beyonce  a member and soloist  in the choir?,St. John's United Methodist Church,entity
hotpotqa_0668,hotpotqa,"Tripel was the strongest beer in their range, in 1956, served at a Trappist brewery in what country?",Belgium,entity
hotpotqa_0328,hotpotqa,in the 2003-04 Wolfsburg signed a starlet from River Plate who plays in what position ?,attacking midfielder,entity
hotpotqa_0059,hotpotqa,"""Funnybot"" is the second episode of the fifteenth season of which American animated television series, created by Trey Parker and Matt Stone?  ",South Park,entity
hotpotqa_0890,hotpotqa,"What language was the radio station which played oldies from artists such as Leopoldo Dante Tévez, broadcasted in?",Spanish,other
musique_0938,musique,Who is the spouse of the actress who plays the Queen of Hearts in Alice and Wonderland?,Tim Burton,entity
hotpotqa_0183,hotpotqa,"How many German scientists, engineers, and technicians, were recruited in post-Nazi Germany as a result of the clandestine operation where Arthur Rudolph became one of the main developers of the U.S. ","more than 1,600",numerical
squad_0157,squad,In what year did Notre Dame first have a facility in England?,1968,temporal
musique_0576,musique,In what year did the performers of Everytime You Sleep form their band?,1985,temporal
hotpotqa_0433,hotpotqa,What is the name of this policy of favoring members of a disadvantaged group who suffer or have suffered from discrimination within a culture of which Black Economic Empowerment is a form? ,Affirmative action,entity
musique_0852,musique,Who is the front man of the band that recorded Apple Venus Volume 1?,Andy Partridge,entity
hotpotqa_0493,hotpotqa,"What American composer who died in 1978 was associated with an American Opera Company located in Jackson, Mississippi?",William Grant Still,entity
musique_0107,musique,when was the last Super Bowl won by the team the Patriots lost to in the Super Bowl?,2011,compositional
musique_0636,musique,Who performed live on the broadcast network that would air matches on the radio?,Fleetwood Mac,entity
musique_0815,musique,What date was the start of the season of Grey's Anatomy where Eric died?,"September 25, 2014",temporal
hotpotqa_0236,hotpotqa,"What magazine an American monthly food and lifestyle magazine founded in 1987, Cooking Light or Hot Rod?",Cooking Light,entity
squad_0391,squad,"What genre of movie did Beyonce star in with Cuba Gooding, Jr?",musical comedy,entity
squad_0243,squad,How many seats are in Notre Dame Stadium?,"80,795",numerical
squad_0095,squad,"In 1919 a new president of Notre Dame was named, who was it?",Father James Burns,temporal
musique_0123,musique,Who published the work that Bosko is present in?,Warner Bros.,compositional
musique_0378,musique,"In what century did the saint that San Nicolò dei Mendicoli is named after, become the influence for red being worn by Santa Claus?",4th,temporal
musique_0946,musique,Where did the writer of In the Hall of the Mountain King die?,Bergen,compositional
squad_0089,squad,In what year was the Main Building at Notre Dame razed in a fire?,1879,temporal
musique_0019,musique,Where did Peter and Paul Fortress' designer die?,Saint Petersburg,entity
hotpotqa_0261,hotpotqa,Are David Gordon Green and Larry Hagman both actors?,no,other
hotpotqa_0065,hotpotqa,"The Golden Globe Award winner for best actor from ""Roseanne"" starred along what actress in Gigantic?",Zooey Deschanel,compositional
musique_0033,musique,What language did the leader of the least radicalized faction use?,Chinese,compositional
musique_0171,musique,Who was the first person to carry the torch in Manuel John Johnson's birthplace?,Leong Hong Man,entity
squad_0103,squad,"Catholic people identified with Notre Dame, what religious group did people feel Yale represented?",the Protestant establishment,entity
hotpotqa_0293,hotpotqa,"What host of The Voice UK was in ""Doctor Who""?",Reggie Yates,entity
hotpotqa_0399,hotpotqa,"In which theatre of New York City did a play, described as Marxism but using the figure from a Christmas pantomime in the United Kingdom, perform?",Adelphi Theatre,entity
squad_0257,squad,"In what year did ""Notre Dame Victory March"" get copyrighted?",1928,temporal
hotpotqa_0601,hotpotqa,What sport does Pieter Nys and Fortuna Sittard have in common?,football,compositional
musique_0681,musique,How many episodes featured the Menendez brothers in the show Joe Fontana stars in?,eight,numerical
musique_0498,musique,Who is the mother of the last Democratic presidential candidate to win any counties in Oklahoma?,Pauline LaFon Gore,compositional
squad_0379,squad,Independent Women Part I was on which 2000 film's soundtrack?,Charlie's Angels.,entity
musique_0613,musique,Who is the spouse of the cast member of La Boum?,Christopher Lambert,entity
hotpotqa_0975,hotpotqa,"The 2007 FIFA U-20 World Cup was the sixteenth edition of the FIFA U-20 World Cup (formerly called FIFA World Youth Championship), hosted by Canada held during which span of dates, Argentine player Se",30 June to 22 July 2007,temporal
musique_0942,musique,What year did the league start for the sport with a team named the New Broughton Rangers?,1895,temporal
musique_0671,musique,For how long did the radio match broadcaster alternate different broadcasting systems?,six months,temporal
hotpotqa_0166,hotpotqa,What nationality was a  historical drama film directed by?,Argentine,other
musique_0254,musique,What does the word mean that is a major part of Buddhism that rejects bardo?,The School of the Elders,entity
hotpotqa_0819,hotpotqa,"What band from Savannah, Georgia did the singer singer John Dyer Bailey sing for?",Baroness,entity
squad_0048,squad,What percentage of Notre Dame students decide to study abroad?,57.6%,numerical
musique_0242,musique,When did the performers of Niki FM form?,2001,temporal
hotpotqa_0478,hotpotqa,"Which stadium hosts the rivalry game between the all-male, historically African American College located in Atlanta and Tuskegee?",J. McClung Memorial Stadium,entity
musique_0995,musique,What was a notable work by the person who influenced the development of the new journalism movement in the U.S.?,The Electric Kool-Aid Acid Test,compositional
musique_0894,musique,When did Denmark join the market where 6th gen iPods limited the highest volume of the player?,1972,temporal
hotpotqa_0666,hotpotqa,"What was the franchise, in which Anton Šťastný played 9 seasons, renamed after moving in 1995?",Colorado Avalanche,compositional
hotpotqa_0093,hotpotqa,The Thoen Stone is on display at a museum in what county?,Lawrence County,entity
hotpotqa_0737,hotpotqa,"Steve Jones and Blag Dahlia, have which occupation in common?",singer,entity
musique_0297,musique,Who is the wife of Kim Jong-chul?,Kim Jong-suk,entity
squad_0222,squad,"There is a conference that the male hockey team of Notre Dame competes in, what is it?",Hockey East,entity
hotpotqa_0659,hotpotqa,"Which was founded first, Stellenbosch University or Wayne State University?","Founded in 1868, WSU consists of 13 schools and colleges offering nearly 350 pro",temporal
musique_0306,musique,In what year was the termination of the company that worked on USRA Light Pacific?,1920,temporal
musique_0497,musique,Who is the child of the United States Vice President which Donald Moffat played?,Lynda Bird Johnson Robb,entity
hotpotqa_0384,hotpotqa,Who was the husband of the first olympic gymnast to be awarded a perfect score of 10.0?,Bart Conner,compositional
squad_0175,squad,Which prestigious prize does the School of Architecture at Notre Dame give out?,Driehaus Architecture Prize,entity
hotpotqa_0846,hotpotqa,What type of vegetation does Cerastium and Pavonia have in common?,plants,other
musique_0054,musique,What is the name of the airport in the city where the torch event was held in Vietnam?,Tân Sơn Nhất International Airport,compositional
hotpotqa_0973,hotpotqa,Who was the director of the 2004 French action film for which Tony D'Amario is best known?,Pierre Morel,entity
musique_0349,musique,What year did Prince Albert of Great Britain's father die?,1820,temporal
musique_0405,musique,who was the spouse of the politician that wrote the majority of the federalist papers?,Elizabeth Schuyler Hamilton,compositional
musique_0266,musique,What is the meaning of the name for the field of work practiced at Wat Ananda Metyarama Thai Buddhist Temple?,The School of the Elders,entity
hotpotqa_0925,hotpotqa,Emilio Botin was a banker that ran an institution that merged with what group?,Santander Group,entity
musique_0665,musique,"The computer language that came about as a result of the looping problem, is partially named after whom?",Michael Widenius's daughter,entity
musique_0760,musique,When did the author of The Varieties of Religious Experience die?,1910,temporal
musique_0432,musique,When was Neville A. Stanton's employer founded?,1862,temporal
hotpotqa_0572,hotpotqa,In what year did the submarine that sank the Tsushima Maru open to public tours?,1981,temporal
musique_0086,musique,In what era did The Presbyterian Church in the country whose government disagreed on the language used to describe the torch route experience a large growth in members?,era of Guomindang,temporal
hotpotqa_0251,hotpotqa,"Who completed more books in their lifetime, Anne Frank or John Kennedy Toole?",John Kennedy Toole,other
musique_0232,musique,Where did the leader of the Non-Cooperation movement in South India spend his final 144 days?,Gandhi Smriti,entity
hotpotqa_0052,hotpotqa,"Lee Jun-fan played what character in ""The Green Hornet"" television series?",Kato,entity
squad_0153,squad,In what year did Notre Dame create the Office of Sustainability?,2008,temporal
musique_0698,musique,What is the parliament for the town that was once known as Coomassie?,Kumasi Metropolitan Assembly,entity
hotpotqa_0822,hotpotqa,"Born on the Fourth of July is a 1989 American biographical war drama film based on the best-selling autobiography of the same name by which Vietnam War veteran, and an American anti-war activist, writ","Ronald Lawrence ""Ron"" Kovic",entity
musique_0430,musique,Where did Mok Kwai-lan's spouse die?,Canton,entity
hotpotqa_0935,hotpotqa,"What is a song from the 1966 Broadway musical with music by Cy Coleman, lyrics by Dorothy Fields and book by Neil Simon directed and choreographed for Broadway by Bob Fosse starring his wife and muse ",If My Friends Could See Me Now,compositional
hotpotqa_0006,hotpotqa,Which genus of moth in the world's seventh-largest country contains only one species?,Crambidae,compositional
squad_0036,squad,In what year was the Theodore M. Hesburgh Library at Notre Dame finished?,1963,temporal
hotpotqa_0676,hotpotqa,What college did the Chiefs all time leading rusher attend?,University of Texas,entity
hotpotqa_0729,hotpotqa,What award did a single from the first Foo Fighters album to feature Chris Shiflett win?,Grammy Award,compositional
hotpotqa_0117,hotpotqa,"Gary Harrison, began his career in the 1970s and has written over how many major-label recorded songs including several number-one hits, another artist who have recorded his work include Bryan White, ",300,numerical
musique_0250,musique,What consortium is the college that Douglas Metcalf attended a member of?,Five Colleges,entity
squad_0408,squad,Which artist was associated with Beyoncé's premiere solo recording?,Jay Z,entity
hotpotqa_0816,hotpotqa,"The 2003 Seattle Seahawks season was the team's 28th season with the National Football League, following the season, which Hall of Fame defensive tackle who played for the Minnesota Vikings, retired?",John Anthony Randle,entity
musique_0528,musique,"What was the release date of the iphone 6s plus, produced by the company that lost the lawsuit vs. Microsoft and Hewlett-Packard?","September 25, 2015",compositional
hotpotqa_0739,hotpotqa,Alain Fossoul played this position whose primary role is to prevent the opposing team from what,scoring goals,other
hotpotqa_0490,hotpotqa,What year was the series published that recounts the adventures of Anne Shirley and published by Scholastic Press?,1908,temporal
hotpotqa_0645,hotpotqa,"Makers: Women Who Make America featured an interview with what talk who host, who was dubbed the ""Queen of all Media""?",Oprah Winfrey,entity
squad_0161,squad,What was Notre Dame's first college?,The College of Arts and Letters,entity
musique_0396,musique,Who is the spouse of the individual who appeared on the $20 bill in 1875?,Elizabeth Schuyler Hamilton,compositional
hotpotqa_0759,hotpotqa,Who founded the knighthood in which Gino Cassinis was part of?,Luigi Einaudi,entity
hotpotqa_0689,hotpotqa,"Dr Donald John Pinkava, is a botanist, specialising in cacti and succulents, and he is the discoverer of some of their varieties, at which public metropolitan research university on five campuses acro",Professor Emeritus,entity
hotpotqa_0879,hotpotqa,"Which Norwegian actress performed in Anton Checkhov's ""Three Sisters"" as well as a three-act play written by Henrik Ibsen set in Norway around 1879?",Gisken Armand Lillo-Stenberg,compositional
musique_0237,musique,Where did the man who returned his British knighthood after the Jalianwala Bagh massacre spend the last days of his life?,Gandhi Smriti,entity
musique_0975,musique,what is the total area in square miles of the city where the national physical laboratory is located in india?,16.5 sq mi,numerical
hotpotqa_0969,hotpotqa,In which city was the American alternative rock band who released the single Blinded formed?,San Francisco,compositional
squad_0444,squad,What was the name of Beyoncé's first international tour?,The Beyoncé Experience,entity
musique_0530,musique,What was the original price for a replacement battery from the losers of the lawsuit of Apple vs Microsoft and Hewlett-Packard?,$99,numerical
musique_0065,musique,What is the name of the reservoir fed by the river that the Vyatka connects to?,Kuybyshev Reservoir,compositional
squad_0487,squad,Beyonce would take a break from music in which year?,2010,temporal
musique_0842,musique,What years did the author of I Wandered Lonely as a Cloud live from?,1770-1850,other
musique_0529,musique,Who paid £15 million to transfer the highest goal scorer in Premier League to their club?,Newcastle United,entity
squad_0223,squad,In what conference did the Fighting Irish take part in in 2012?,Big East Conference,entity
hotpotqa_0432,hotpotqa,Where is the there a small medevial castle,Scotland,entity
musique_0587,musique,Who did the person who played the mother on This Is Us play in The Princess Diaries?,Lana Thomas,compositional
squad_0349,squad,"Who signed the girl group on October 5, 1995?",Dwayne Wiggins's Grass Roots Entertainment,temporal
squad_0148,squad,How many halls are at Notre Dame that house students?,29,numerical
musique_0362,musique,In which county is the town WPWT is licensed in?,Sullivan County,entity
hotpotqa_0014,hotpotqa,"What U.S Highway gives access to Zilpo Road, and is also known as Midland Trail?",US 60,entity
hotpotqa_0544,hotpotqa,"The 2016 Miami Dolphins season was the franchise's 47th season in the National Football League, the 51st overall and the first under head coach Adam Gase, with their Week 15 win over the New York Jets",2016 Kansas City Chiefs season,compositional
hotpotqa_0125,hotpotqa,"Hot Coffee, Mississippi sometimes shares a zipcode with a nearby city with what population at the 2010 census?","2,586",numerical
hotpotqa_0019,hotpotqa,"American politician Joe Heck ran unsuccessfully against Democrat Catherine Cortez Masto, a woman who previously served as the 32nd Attorney General of where?",Nevada,entity
hotpotqa_0206,hotpotqa,Which of the following is best known for publicly championing a terminal patient's right to die via physician-assisted suicide: Christy Canyon or Jack Kevorkian?,"Jacob ""Jack"" Kevorkian",entity
squad_0264,squad,Which Secretary of State attended Notre Dame?,Condoleezza Rice,entity
hotpotqa_0993,hotpotqa,"What city features Endem TV Tower, a 257 m tall tower which once included a revolving restaurant 154 m above ground as well as Cağaloğlu Hamam, the last of its kind public hamam built in 1741 to raise","Istanbul, Turkey",entity
musique_0656,musique,What region is the city encompassing KNSK located?,Webster County,entity
hotpotqa_0480,hotpotqa,Who is the current world record holder in high jump and uncle of Lorenzo Sotomayor Collazo? ,Javier Sotomayor,entity
musique_0199,musique,When did the college Danny Manning played for start issuing engineering degrees?,1873,temporal
hotpotqa_0060,hotpotqa,"Which private research university is located in Chestnut Hill, Massachusetts Boston College or Stanford University? ",Boston College,entity
hotpotqa_0700,hotpotqa,What is the busiest Amtrak route that does not stop at either Lortorn Station?,The Northeast Regional,other
squad_0337,squad,Who decided to place Beyonce's group in Star Search the talent show?,Arne Frager,entity
hotpotqa_0566,hotpotqa,Puklo srce is an album by a singer who lives where? ,Belgrade,compositional
hotpotqa_0255,hotpotqa,Where is the company that built Woodvale Historic District located?,"Rockhill Furnace, Pennsylvania",entity
musique_0747,musique,When did the father of Qian Hongzuo die?,941,temporal
hotpotqa_0175,hotpotqa,The mother of the vice chair of Hillary Clinton's 2016 campaign for President is the director of what institue?,Institute of Muslim Minority Affairs,compositional
hotpotqa_0600,hotpotqa,"Who directed Revolver, the 2005 crime thriller starring the English actor Jason Statham?",Guy Ritchie,entity
musique_0750,musique,When was the person who wrote that exciting facts lead to emotions born?,1842,temporal
hotpotqa_0340,hotpotqa,What network did the show on which Kim Roberts played Neeva air on?,FX,compositional
musique_0303,musique,The national railway that developed the USRA Heavy Mikado came to and end in which year?,1920,temporal
musique_0604,musique,Who sings with performer of Today on Every Storm?,Co-writer Hillary Lindsey,compositional
musique_0278,musique,The performer of Nothin But Love also recorded for what record label?,Mercury Records,entity
musique_0950,musique,What subset of the character set that ASCII was incorporated into is used by Windows?,WGL-4 with 652 characters,entity
squad_0082,squad,There are how many dorms for females at Notre Dame?,14,numerical
squad_0313,squad,Beyonce's younger sibling also sang with her in what band?,Destiny's Child,entity
hotpotqa_0531,hotpotqa,"Which documentary was released earlier, Almost Sunrise or 51 Birch Street?",51 Birch Street,temporal
squad_0477,squad,Beyonce tied who for most number one singles by a female?,Mariah Carey,entity
squad_0415,squad,What was the name of the final album of Destiny's Child?,Destiny Fulfilled,entity
hotpotqa_0374,hotpotqa,"Who won the election that ran concurrently with the North Dakota gubernatorial election, 2016?",Donald Trump,temporal
musique_0535,musique,Who paid £15 million to transfer the all time Premier League goal scorer to their club?,Newcastle United,entity
hotpotqa_0120,hotpotqa,Which 1999 French Open - Women's Doubles runner-up was born in Russia on 7 June 1981?,Anna Kournikova,entity
hotpotqa_0411,hotpotqa,Padgate is a suburb of an english town on the banks of the River Mersey whose population was estimated to be 208800 in 2016 but in which unitary authority area is it located?,Cheshire,entity
hotpotqa_0380,hotpotqa,When was the company that publishes the journal Magnetic Resonance Imaging established ?,1880,temporal
musique_0928,musique,The author of Bonfire of the Vanities also wrote what famous non-fiction book?,The Electric Kool-Aid Acid Test,compositional
musique_0161,musique,When did the army that introduced tanks to battlefields in WWI start wearing khaki?,early 1900s,temporal
hotpotqa_0922,hotpotqa,Hoosier Lottery includes the sale of the lottery game offered by how many states?,44,numerical
hotpotqa_0225,hotpotqa,What country of origin does Nick Kroll and Get Him to the Greek have in common?,American,compositional
musique_0029,musique,What instrument did the artiste for Vi skall fara bortom månen play?,violin,entity
hotpotqa_0372,hotpotqa,"What is a resort and National Historic Landmark in Palm Beach, Florida, built from 1924 to 1927 by cereal-company heiress and socialite Marjorie Merriweather Post, that has Magazines available for fre",Mar-a-Lago,entity
hotpotqa_0996,hotpotqa,John Still was a British archaeologist known for his discoveries at an ancient rock fortress located in what country?,Sri Lanka,entity
hotpotqa_0405,hotpotqa,Where is the company based that sold Vodafone it's New Zealand operations?,"Atlanta, Georgia",entity
hotpotqa_0275,hotpotqa,What is the name of the Los Angeles resident who directed a 2016 American superhero film about a surgeon who learns the mystic arts after a career-ending car accident?,Scott Derrickson,entity
musique_0441,musique,Who does the star voice actor of Afro Samurai play in The Avengers?,Nick Fury,compositional
squad_0162,squad,In what year was the The College of Arts and Letters at Notre Dame created?,1842,temporal
squad_0073,squad,How many undergrads were attending Notre Dame in 2014?,"8,448",numerical
musique_0762,musique,In what year was the death of the person who founded the school of functionalism and its primary beliefs?,1910,temporal
squad_0040,squad,What percentage of students were admitted to Notre Dame in fall 2015?,19.7%,numerical
hotpotqa_0882,hotpotqa,"A major character in the 2000 novel ""Storm Front"" had her name changed to what when the novel series was adapted for television?",Connie Murphy,entity
musique_0501,musique,In what language did the most famous student of Bell speak?,English language,entity
musique_0819,musique,On what date did Lady Xu Xinyue's spouse die?,941,temporal
musique_0340,musique,When did the first episode of the series that features Achy Jakey Heart air?,"March 24, 2006",temporal
hotpotqa_0853,hotpotqa,"South Somercotes is a village and civil parish 8 mi north-east from Louth and approximately 2 mi south from which coastal village in the East Lindsey district, and the Marshes area, of Lincolnshire, E",North Somercotes,entity
musique_0075,musique,What language is used by the director of Tiffany Memorandum?,Italian,entity
hotpotqa_0855,hotpotqa,What is the city that Victor Estrada was born in officially know as?,Heroica Matamoros,entity
squad_0357,squad,"What singer did Beyonce record a song with for the movie, ''The Best Man""?",Marc Nelson,entity
musique_0584,musique,what was Michelle Douglas's alma mater called at first?,Carleton College,entity
musique_0788,musique,When did the season of Grey's Anatomy where Derek dies start?,"September 25, 2014",temporal
hotpotqa_0198,hotpotqa,Who is younger Mary Ramsey or Lee Ranaldo ?,Mary Ramsey,other
hotpotqa_0003,hotpotqa, What nationality was James Henry Miller's wife?,American,entity
squad_0356,squad,What song won Best R&B Performance in the 43 Annual Grammy Awards?,Say My Name,entity
squad_0029,squad,What institute at Notre Dame studies  the reasons for violent conflict?,Joan B. Kroc Institute for International Peace Studies,entity
hotpotqa_0013,hotpotqa,In which American football game was Malcolm Smith named Most Valuable player?,Super Bowl XLVIII,entity
musique_0610,musique,Who did So Real's performer play in Princess Diaries?,Lana Thomas,entity
musique_0431,musique,Who wrote a novel with a title named after a road to the city where Abbie Cornett was born?,Robert Ludlum,compositional
musique_0748,musique,What marked the end of where the system of representative government came from?,establishment of the Roman Empire.,other
squad_0278,squad,What was the name of Beyonce's first solo album?,Dangerously in Love,entity
squad_0397,squad,"What musical comedy did Beyoncé star in along with Cuba Gooding, Jr. in 2003?",The Fighting Temptations,entity
musique_0533,musique,what indie/folk act is based in Miami along with the singer of 'Cross Bones Style'?,Iron & Wine,entity
squad_0274,squad,In what R&B group was she the lead singer?,Destiny's Child,entity
squad_0236,squad,What university is Notre Dame tied with in terms of most Heisman Trophy winners?,Ohio State University,entity
hotpotqa_0705,hotpotqa,In what country is both Faxe and Heineken brewed in?,Denmark,entity
musique_0590,musique,Who sings Meet Me in Montana with the performer of I Only Wanted You?,Dan Seals,entity
musique_0172,musique,How many times did the winner of the 2018 WWE Elimination Chamber win the WWE championship?,three,numerical
squad_0326,squad,What town did Beyonce go to school in?,Fredericksburg,entity
squad_0416,squad,It was announced that Destiny's Child would  disban in what European city?,Barcelona,entity
squad_0069,squad,The Kellogg Institute for International Studies is part of which university?,Notre Dame,entity
musique_0490,musique,when did the winner of 1997 Masters Tournament win his last pga tournament?,2007,temporal
musique_0541,musique,How many volumes are in the national library of the country where police experienced problems with violent protestors?,"70,000",numerical
squad_0127,squad,With what institute did Notre Dame agree to an exchange program in the 1960s?,Saint Mary's College,entity
musique_0503,musique,When is the monsoon season in the country where police experience violent problems with protesters?,June to August,temporal
musique_0688,musique,How many episodes were about the Menendez Brothers in the work of fiction Max Greevey is locate in?,eight,numerical
musique_0735,musique,In what year was the university of George Low founded?,1824,temporal
musique_0872,musique,How many troops did the Turks send to the birthplace of Sergei Martynov during the Crimean War?,30000,numerical
squad_0230,squad,What is the value of the contract between Under Armour and Notre Dame?,almost $100 million,numerical
musique_0091,musique,When was the record label for Lovely Creatures created?,2003,temporal
musique_0968,musique,When did the manufacturer of Manzanita Sol switch from sugar to corn syrup?,the 1980s,temporal
hotpotqa_0618,hotpotqa,"In regards to the album that had, according to Dave Grohl, his favourite song he has ever written, when was it released?","April 12, 2011",temporal
musique_0416,musique,When the I'm Just Here For The Music performer quit her role as a judge?,before season nine,temporal
squad_0314,squad,Where did Beyonce get her name from?,her mother's maiden name,entity
hotpotqa_0874,hotpotqa, Jack Harvey was born in a civil parish that as of 2011 had a population of what?,"1,425",numerical
hotpotqa_0339,hotpotqa,What television series did the actor that Penny Layden performed with in The Libertine star in and subsequently became a teen idol?,21 Jump Street,compositional
hotpotqa_0866,hotpotqa,Which television series did Deborah Ann Woll play in that was a spin-off of Marvel's Daredevil?,The Punisher,entity
hotpotqa_0386,hotpotqa,"Spaceballs is a 1987 American comic science fiction film co-written, produced and directed by Mel Brooks, the film also features which American actor, businessman, and animal welfare advocate, best kn",Richard Vincent Van Patten,entity
musique_0061,musique,What university is the college attended by Roland Moyle part of?,college of the University of Cambridge,compositional
hotpotqa_0164,hotpotqa,Up to how far off can the Deal Timeball be from Coordinated Universal Time?,0.9 s.,numerical
musique_0200,musique,What record label does the singer of Wings of Snow White Dove belong to?,Capitol Records,compositional
musique_0446,musique,Where in Plymouth is the operator of RNLB Aguila Ren based?,Millbay Docks,entity
hotpotqa_0814,hotpotqa,"Who was born first, Tanya Donelly or Trace Cyrus?",Tanya Donelly,temporal
hotpotqa_0787,hotpotqa,What is the country whose capital and largest city is the birth place of this American musician and record producer Tomo Miličević?,Bosnia and Herzegovina,compositional
musique_0457,musique,What award was received by the actor who played Destry in Destry Rides Again?,Academy Honorary Award,compositional
musique_0319,musique,Which year did the founder of Regius Professor of Surgery die?,1820,temporal
squad_0323,squad,What is the name of Beyoncé's younger sister?,Solange,entity
musique_0578,musique,The computer language having TRUNCATE as a part has the name of who?,Michael Widenius's daughter,entity
hotpotqa_0239,hotpotqa,What was the year founded of the football team that Aaron Galindo is currently a part of?,1928,compositional
hotpotqa_0025,hotpotqa,Who is the director of the 2003 film which has scenes in it filmed at the Quality Cafe in Los Angeles?,Todd Phillips,compositional
squad_0041,squad,Where does Notre Dame rank in terms of academic profile among research universities in the US?,the top 10 to 15 in the nation,other
squad_0385,squad,"Which three countries did Beyonce's song ""Work It Out"" achieve top ten status?","UK, Norway, and Belgium",entity
musique_0184,musique,When did the person who resigned due to the attempt on Napoleon's life die?,1865,temporal
musique_0233,musique,How many national female outdoor track and field championships have been won by the college that Danny Manning played for?,one,numerical
hotpotqa_0506,hotpotqa,Snow White is a Disney media franchise based on a German fairy tale by who?,Brothers Grimm,entity
hotpotqa_0520,hotpotqa,What's Golden was included in an open world racing video game that was developed by Playground Games and published by who?,Microsoft Studios,entity
hotpotqa_0301,hotpotqa,The First Silesian war was fought against the King of Prussia who died in what year?,1786,temporal
musique_0394,musique,What year was the university that employs Tim Holt founded?,1862,temporal
squad_0211,squad,How many programs did NDtv feature in 2002?,one show,numerical
squad_0228,squad,What type of mascot do the Notre Dame sport teams have?,Leprechaun,entity
squad_0332,squad,Which song did Beyonce sing to win a competition at age 7?,Imagine,entity
squad_0377,squad,What French composer wrote the original opera ''Carmen'' in the 19th century?,Georges Bizet,entity
musique_0321,musique,What year did the king who is referred to so often in part three of the declaration die?,1820,temporal
musique_0363,musique,What region does Dust Muhammad's city of birth contain?,Kushk District,entity
musique_0428,musique,What was the record label of the artist of Limon y sal?,Sony Music,entity
musique_0977,musique,In what city is the college Danny Manning played for located?,Lawrence,entity
