sample_id,source,plausible,plausible_reason,topical,topical_reason,contradicts,contradiction_reason,all_pass
hotpotqa_0010,hotpotqa,1,len=51,1,hits=1/25,1,gold absent (contradicts by alternative),1
hotpotqa_0368,hotpotqa,1,len=51,1,hits=4/23,1,gold absent (contradicts by alternative),1
musique_0807,musique,1,len=53,1,hits=4/30,1,gold absent (contradicts by alternative),1
squad_0122,squad,1,len=43,1,hits=4/5,1,gold absent (contradicts by alternative),1
musique_0947,musique,1,len=45,1,hits=2/25,1,gold absent (contradicts by alternative),1
squad_0138,squad,1,len=46,1,hits=3/21,1,gold absent (contradicts by alternative),1
musique_0103,musique,1,len=49,1,hits=5/23,1,gold absent (contradicts by alternative),1
musique_0197,musique,1,len=51,1,hits=3/16,1,gold absent (contradicts by alternative),1
musique_0062,musique,1,len=35,1,hits=3/33,1,gold absent (contradicts by alternative),1
musique_0223,musique,1,len=55,1,hits=7/46,1,gold absent (contradicts by alternative),1
musique_0259,musique,1,len=44,1,hits=3/23,1,gold absent (contradicts by alternative),1
musique_0085,musique,1,len=49,1,hits=6/21,1,gold absent (contradicts by alternative),1
musique_0907,musique,1,len=53,1,hits=3/18,1,gold absent (contradicts by alternative),1
musique_0138,musique,1,len=62,1,hits=3/21,1,gold absent (contradicts by alternative),1
squad_0328,squad,1,len=41,0,hits=0/16,1,gold absent (contradicts by alternative),0
musique_0733,musique,1,len=33,1,hits=4/18,1,gold absent (contradicts by alternative),1
hotpotqa_0830,hotpotqa,1,len=42,1,hits=4/6,1,gold absent (contradicts by alternative),1
hotpotqa_0378,hotpotqa,1,len=47,1,hits=4/24,1,gold absent (contradicts by alternative),1
musique_0725,musique,1,len=53,1,hits=4/28,0,gold appears affirmatively,0
hotpotqa_0130,hotpotqa,1,len=41,1,hits=4/12,1,gold absent (contradicts by alternative),1
squad_0312,squad,1,len=51,0,hits=0/15,1,gold absent (contradicts by alternative),0
hotpotqa_0203,hotpotqa,1,len=52,1,hits=4/10,1,gold absent (contradicts by alternative),1
hotpotqa_0256,hotpotqa,1,len=51,1,hits=3/10,1,gold absent (contradicts by alternative),1
musique_0170,musique,1,len=54,1,hits=2/32,1,gold negated,1
squad_0213,squad,1,len=45,1,hits=3/9,1,gold absent (contradicts by alternative),1
musique_0267,musique,1,len=47,1,hits=3/22,1,gold absent (contradicts by alternative),1
hotpotqa_0991,hotpotqa,1,len=47,1,hits=5/12,1,gold absent (contradicts by alternative),1
musique_0690,musique,1,len=58,1,hits=6/23,1,gold absent (contradicts by alternative),1
hotpotqa_0370,hotpotqa,1,len=33,1,hits=2/26,1,gold absent (contradicts by alternative),1
musique_0214,musique,1,len=53,0,hits=0/26,1,gold absent (contradicts by alternative),0
hotpotqa_0193,hotpotqa,1,len=40,1,hits=3/12,1,gold absent (contradicts by alternative),1
musique_0337,musique,1,len=48,1,hits=1/19,1,gold absent (contradicts by alternative),1
hotpotqa_0982,hotpotqa,1,len=40,1,hits=5/16,1,gold absent (contradicts by alternative),1
musique_0602,musique,1,len=51,1,hits=4/9,1,gold absent (contradicts by alternative),1
musique_0380,musique,1,len=47,1,hits=5/23,1,gold absent (contradicts by alternative),1
musique_0201,musique,1,len=58,1,hits=2/21,1,gold absent (contradicts by alternative),1
hotpotqa_0047,hotpotqa,1,len=44,1,hits=1/24,1,gold absent (contradicts by alternative),1
musique_0325,musique,1,len=39,1,hits=3/17,1,gold absent (contradicts by alternative),1
musique_0954,musique,1,len=48,1,hits=5/16,1,gold absent (contradicts by alternative),1
squad_0324,squad,1,len=51,1,hits=2/24,1,gold absent (contradicts by alternative),1
hotpotqa_0249,hotpotqa,1,len=50,1,hits=4/19,1,gold absent (contradicts by alternative),1
hotpotqa_0169,hotpotqa,1,len=56,1,hits=5/24,1,gold absent (contradicts by alternative),1
hotpotqa_0238,hotpotqa,1,len=55,1,hits=5/22,1,gold absent (contradicts by alternative),1
hotpotqa_0245,hotpotqa,1,len=47,1,hits=4/9,0,gold appears affirmatively,0
hotpotqa_0023,hotpotqa,1,len=56,1,hits=4/13,1,gold absent (contradicts by alternative),1
hotpotqa_0752,hotpotqa,1,len=59,1,hits=3/16,1,gold absent (contradicts by alternative),1
hotpotqa_0911,hotpotqa,1,len=46,1,hits=5/21,1,gold absent (contradicts by alternative),1
squad_0443,squad,1,len=40,1,hits=1/18,1,gold absent (contradicts by alternative),1
hotpotqa_0782,hotpotqa,1,len=35,1,hits=5/25,1,gold negated,1
musique_0718,musique,1,len=44,1,hits=4/10,1,gold absent (contradicts by alternative),1
squad_0370,squad,1,len=57,1,hits=3/12,1,gold absent (contradicts by alternative),1
squad_0400,squad,1,len=41,0,hits=0/35,1,gold absent (contradicts by alternative),0
hotpotqa_0353,hotpotqa,1,len=44,1,hits=4/25,1,gold absent (contradicts by alternative),1
musique_0220,musique,1,len=51,1,hits=2/27,1,gold absent (contradicts by alternative),1
hotpotqa_0619,hotpotqa,1,len=42,1,hits=6/32,1,gold absent (contradicts by alternative),1
musique_0668,musique,1,len=46,1,hits=1/23,1,gold absent (contradicts by alternative),1
hotpotqa_0812,hotpotqa,1,len=42,1,hits=4/13,1,gold absent (contradicts by alternative),1
musique_0699,musique,1,len=46,1,hits=1/8,1,gold absent (contradicts by alternative),1
hotpotqa_0243,hotpotqa,1,len=45,1,hits=6/18,1,gold absent (contradicts by alternative),1
hotpotqa_0069,hotpotqa,1,len=43,1,hits=3/24,0,gold appears affirmatively,0
musique_0764,musique,1,len=38,1,hits=3/27,1,gold absent (contradicts by alternative),1
hotpotqa_0827,hotpotqa,1,len=50,1,hits=7/32,0,gold appears affirmatively,0
hotpotqa_0304,hotpotqa,1,len=43,1,hits=4/24,1,gold absent (contradicts by alternative),1
hotpotqa_0888,hotpotqa,1,len=33,1,hits=2/19,0,gold appears affirmatively,0
musique_0215,musique,1,len=49,1,hits=8/17,1,gold absent (contradicts by alternative),1
hotpotqa_0693,hotpotqa,1,len=58,1,hits=4/20,1,gold absent (contradicts by alternative),1
musique_0055,musique,1,len=40,1,hits=5/29,1,gold absent (contradicts by alternative),1
hotpotqa_0240,hotpotqa,1,len=52,1,hits=3/7,1,gold absent (contradicts by alternative),1
musique_0324,musique,1,len=57,1,hits=4/14,1,gold absent (contradicts by alternative),1
hotpotqa_0367,hotpotqa,1,len=63,1,hits=5/26,1,gold absent (contradicts by alternative),1
hotpotqa_0970,hotpotqa,1,len=45,1,hits=3/39,1,gold absent (contradicts by alternative),1
hotpotqa_0728,hotpotqa,1,len=61,1,hits=5/11,1,gold absent (contradicts by alternative),1
hotpotqa_0196,hotpotqa,1,len=44,1,hits=4/10,1,gold absent (contradicts by alternative),1
hotpotqa_0115,hotpotqa,1,len=45,1,hits=2/10,1,gold negated,1
musique_0436,musique,1,len=37,1,hits=3/26,0,gold appears affirmatively,0
musique_0619,musique,1,len=47,1,hits=3/97,1,gold absent (contradicts by alternative),1
musique_0330,musique,1,len=38,1,hits=6/19,1,gold absent (contradicts by alternative),1
musique_0646,musique,1,len=44,1,hits=4/40,1,gold absent (contradicts by alternative),1
musique_0909,musique,1,len=49,1,hits=6/26,1,gold absent (contradicts by alternative),1
musique_0178,musique,1,len=46,1,hits=3/15,1,gold absent (contradicts by alternative),1
hotpotqa_0741,hotpotqa,1,len=55,1,hits=4/15,1,gold absent (contradicts by alternative),1
squad_0003,squad,1,len=42,1,hits=2/21,1,gold absent (contradicts by alternative),1
musique_0705,musique,1,len=44,1,hits=2/10,1,gold absent (contradicts by alternative),1
hotpotqa_0446,hotpotqa,1,len=53,1,hits=2/9,1,gold absent (contradicts by alternative),1
musique_0596,musique,1,len=50,1,hits=3/96,1,gold absent (contradicts by alternative),1
musique_0476,musique,1,len=59,1,hits=3/17,1,gold absent (contradicts by alternative),1
musique_0921,musique,1,len=44,1,hits=1/18,1,gold absent (contradicts by alternative),1
hotpotqa_0988,hotpotqa,1,len=57,1,hits=4/16,1,gold absent (contradicts by alternative),1
hotpotqa_0904,hotpotqa,1,len=54,1,hits=4/17,1,gold negated,1
musique_0848,musique,1,len=57,1,hits=5/26,1,gold negated,1
musique_0182,musique,1,len=52,1,hits=1/14,1,gold absent (contradicts by alternative),1
hotpotqa_0335,hotpotqa,1,len=44,1,hits=6/28,1,gold absent (contradicts by alternative),1
hotpotqa_0937,hotpotqa,1,len=47,1,hits=2/25,1,gold absent (contradicts by alternative),1
hotpotqa_0622,hotpotqa,1,len=40,1,hits=4/28,1,gold absent (contradicts by alternative),1
musique_0808,musique,1,len=38,1,hits=3/30,1,gold absent (contradicts by alternative),1
musique_0188,musique,1,len=41,1,hits=3/30,1,gold absent (contradicts by alternative),1
musique_0936,musique,1,len=44,1,hits=2/20,1,gold absent (contradicts by alternative),1
hotpotqa_0268,hotpotqa,1,len=44,1,hits=5/33,1,gold absent (contradicts by alternative),1
hotpotqa_0199,hotpotqa,1,len=42,1,hits=5/12,1,gold absent (contradicts by alternative),1
hotpotqa_0806,hotpotqa,1,len=53,1,hits=4/36,1,gold absent (contradicts by alternative),1
musique_0317,musique,1,len=39,1,hits=2/16,1,gold absent (contradicts by alternative),1
musique_0449,musique,1,len=57,1,hits=4/15,0,gold appears affirmatively,0
hotpotqa_0578,hotpotqa,1,len=48,1,hits=3/32,1,gold negated,1
hotpotqa_0579,hotpotqa,1,len=41,1,hits=6/25,1,gold absent (contradicts by alternative),1
musique_0081,musique,1,len=57,1,hits=3/17,1,gold absent (contradicts by alternative),1
musique_0964,musique,1,len=52,1,hits=2/15,1,gold absent (contradicts by alternative),1
squad_0030,squad,1,len=48,1,hits=3/16,1,gold absent (contradicts by alternative),1
hotpotqa_0801,hotpotqa,1,len=61,1,hits=7/25,1,gold absent (contradicts by alternative),1
musique_0458,musique,1,len=57,1,hits=5/27,1,gold absent (contradicts by alternative),1
musique_0516,musique,1,len=57,1,hits=4/40,1,gold absent (contradicts by alternative),1
musique_0882,musique,1,len=46,1,hits=3/13,1,gold negated,1
hotpotqa_0691,hotpotqa,1,len=46,1,hits=3/17,1,gold absent (contradicts by alternative),1
hotpotqa_0803,hotpotqa,1,len=54,1,hits=4/13,1,gold absent (contradicts by alternative),1
musique_0122,musique,1,len=39,1,hits=3/11,1,gold absent (contradicts by alternative),1
hotpotqa_0044,hotpotqa,1,len=47,1,hits=8/20,0,gold appears affirmatively,0
hotpotqa_0326,hotpotqa,1,len=53,1,hits=1/24,1,gold absent (contradicts by alternative),1
hotpotqa_0612,hotpotqa,1,len=56,1,hits=5/19,1,gold absent (contradicts by alternative),1
squad_0354,squad,1,len=44,1,hits=1/34,1,gold absent (contradicts by alternative),1
hotpotqa_0998,hotpotqa,1,len=49,1,hits=1/15,1,gold absent (contradicts by alternative),1
hotpotqa_0366,hotpotqa,1,len=43,1,hits=7/22,1,gold absent (contradicts by alternative),1
musique_0994,musique,1,len=49,1,hits=5/9,1,gold absent (contradicts by alternative),1
hotpotqa_0460,hotpotqa,1,len=42,1,hits=5/19,1,gold absent (contradicts by alternative),1
hotpotqa_0431,hotpotqa,1,len=51,1,hits=4/10,1,gold absent (contradicts by alternative),1
squad_0448,squad,1,len=49,1,hits=1/44,1,gold absent (contradicts by alternative),1
musique_0709,musique,1,len=57,1,hits=6/35,1,gold absent (contradicts by alternative),1
musique_0732,musique,1,len=46,1,hits=5/21,1,gold absent (contradicts by alternative),1
squad_0168,squad,1,len=43,1,hits=2/12,1,gold absent (contradicts by alternative),1
squad_0431,squad,1,len=44,0,hits=0/18,1,gold absent (contradicts by alternative),0
musique_0013,musique,1,len=43,1,hits=6/19,1,gold absent (contradicts by alternative),1
hotpotqa_0441,hotpotqa,1,len=36,1,hits=1/18,1,gold negated,1
musique_0653,musique,1,len=49,1,hits=6/19,1,gold absent (contradicts by alternative),1
squad_0387,squad,1,len=47,1,hits=2/20,1,gold absent (contradicts by alternative),1
musique_0175,musique,1,len=48,1,hits=6/34,1,gold negated,1
hotpotqa_0560,hotpotqa,1,len=55,1,hits=3/13,1,gold absent (contradicts by alternative),1
musique_0412,musique,1,len=44,1,hits=2/18,1,gold absent (contradicts by alternative),1
musique_0028,musique,1,len=44,1,hits=1/19,1,gold absent (contradicts by alternative),1
squad_0472,squad,1,len=51,1,hits=1/21,1,gold absent (contradicts by alternative),1
hotpotqa_0655,hotpotqa,1,len=43,1,hits=3/38,1,gold absent (contradicts by alternative),1
musique_0911,musique,1,len=45,1,hits=3/26,1,gold absent (contradicts by alternative),1
musique_0655,musique,1,len=48,1,hits=5/17,1,gold absent (contradicts by alternative),1
hotpotqa_0298,hotpotqa,1,len=38,1,hits=1/7,1,gold absent (contradicts by alternative),1
musique_0715,musique,1,len=44,0,hits=0/16,1,gold absent (contradicts by alternative),0
musique_0231,musique,1,len=57,1,hits=6/41,1,gold absent (contradicts by alternative),1
musique_0805,musique,1,len=41,1,hits=5/23,1,gold absent (contradicts by alternative),1
hotpotqa_0933,hotpotqa,1,len=39,1,hits=7/27,1,gold absent (contradicts by alternative),1
squad_0389,squad,1,len=47,1,hits=2/20,1,gold absent (contradicts by alternative),1
hotpotqa_0448,hotpotqa,1,len=52,1,hits=2/30,1,gold absent (contradicts by alternative),1
musique_0845,musique,1,len=39,1,hits=2/19,1,gold absent (contradicts by alternative),1
hotpotqa_0296,hotpotqa,1,len=62,1,hits=3/35,1,gold absent (contradicts by alternative),1
musique_0931,musique,1,len=40,1,hits=4/22,1,gold absent (contradicts by alternative),1
squad_0433,squad,1,len=44,1,hits=4/19,1,gold absent (contradicts by alternative),1
musique_0102,musique,1,len=43,1,hits=4/22,1,gold absent (contradicts by alternative),1
hotpotqa_0018,hotpotqa,1,len=44,1,hits=3/22,1,gold absent (contradicts by alternative),1
squad_0124,squad,1,len=39,1,hits=4/20,1,gold absent (contradicts by alternative),1
squad_0316,squad,1,len=50,0,hits=0/25,1,gold absent (contradicts by alternative),0
squad_0346,squad,1,len=49,1,hits=1/18,1,gold absent (contradicts by alternative),1
musique_0209,musique,1,len=49,1,hits=6/25,1,gold absent (contradicts by alternative),1
musique_0606,musique,1,len=55,1,hits=6/22,1,gold absent (contradicts by alternative),1
musique_0359,musique,1,len=52,1,hits=3/19,1,gold absent (contradicts by alternative),1
musique_0064,musique,1,len=51,1,hits=7/41,1,gold absent (contradicts by alternative),1
hotpotqa_0258,hotpotqa,1,len=49,1,hits=3/17,1,gold absent (contradicts by alternative),1
hotpotqa_0747,hotpotqa,1,len=41,1,hits=4/15,1,gold absent (contradicts by alternative),1
hotpotqa_0654,hotpotqa,1,len=50,1,hits=4/11,1,gold absent (contradicts by alternative),1
hotpotqa_0867,hotpotqa,1,len=40,1,hits=7/22,1,gold absent (contradicts by alternative),1
hotpotqa_0794,hotpotqa,1,len=42,1,hits=1/23,1,gold absent (contradicts by alternative),1
musique_0703,musique,1,len=41,1,hits=1/8,1,gold absent (contradicts by alternative),1
musique_0096,musique,1,len=44,1,hits=2/34,1,gold absent (contradicts by alternative),1
squad_0374,squad,1,len=44,1,hits=3/29,1,gold absent (contradicts by alternative),1
hotpotqa_0126,hotpotqa,1,len=43,1,hits=2/15,1,gold absent (contradicts by alternative),1
hotpotqa_0636,hotpotqa,1,len=44,0,hits=0/27,1,gold absent (contradicts by alternative),0
musique_0588,musique,1,len=39,1,hits=3/26,1,gold absent (contradicts by alternative),1
musique_0181,musique,1,len=45,1,hits=7/21,1,gold absent (contradicts by alternative),1
hotpotqa_0778,hotpotqa,1,len=46,1,hits=5/20,1,gold absent (contradicts by alternative),1
hotpotqa_0641,hotpotqa,1,len=40,1,hits=4/21,1,gold absent (contradicts by alternative),1
squad_0170,squad,1,len=46,1,hits=5/12,1,gold absent (contradicts by alternative),1
hotpotqa_0753,hotpotqa,1,len=53,1,hits=6/16,1,gold absent (contradicts by alternative),1
musique_0173,musique,1,len=44,1,hits=1/26,1,gold absent (contradicts by alternative),1
hotpotqa_0237,hotpotqa,1,len=44,1,hits=5/17,0,gold appears affirmatively,0
hotpotqa_0385,hotpotqa,1,len=42,1,hits=2/19,1,gold absent (contradicts by alternative),1
musique_0212,musique,1,len=50,1,hits=6/46,1,gold absent (contradicts by alternative),1
hotpotqa_0696,hotpotqa,1,len=45,1,hits=3/25,1,gold absent (contradicts by alternative),1
musique_0605,musique,1,len=36,1,hits=3/16,1,gold absent (contradicts by alternative),1
squad_0483,squad,1,len=54,1,hits=8/23,1,gold absent (contradicts by alternative),1
squad_0367,squad,1,len=41,0,hits=0/13,1,gold absent (contradicts by alternative),0
hotpotqa_0595,hotpotqa,1,len=41,1,hits=3/16,1,gold absent (contradicts by alternative),1
musique_0434,musique,1,len=50,1,hits=4/32,1,gold absent (contradicts by alternative),1
hotpotqa_0530,hotpotqa,1,len=36,0,hits=0/18,1,gold absent (contradicts by alternative),0
hotpotqa_0457,hotpotqa,1,len=47,1,hits=5/24,1,gold absent (contradicts by alternative),1
hotpotqa_0477,hotpotqa,1,len=47,1,hits=4/22,1,gold absent (contradicts by alternative),1
hotpotqa_0894,hotpotqa,1,len=44,1,hits=6/18,1,gold absent (contradicts by alternative),1
musique_0150,musique,1,len=47,1,hits=4/14,1,gold absent (contradicts by alternative),1
musique_0315,musique,1,len=49,1,hits=5/22,1,gold absent (contradicts by alternative),1
musique_0932,musique,1,len=38,1,hits=4/21,1,gold absent (contradicts by alternative),1
musique_0731,musique,1,len=40,1,hits=5/35,1,gold absent (contradicts by alternative),1
musique_0989,musique,1,len=57,1,hits=2/20,1,gold absent (contradicts by alternative),1
squad_0143,squad,1,len=43,1,hits=2/13,1,gold absent (contradicts by alternative),1
squad_0015,squad,1,len=50,1,hits=4/17,1,gold absent (contradicts by alternative),1
musique_0791,musique,1,len=55,1,hits=7/29,1,gold absent (contradicts by alternative),1
musique_0230,musique,1,len=61,1,hits=1/22,1,gold absent (contradicts by alternative),1
squad_0104,squad,1,len=50,1,hits=3/28,1,gold absent (contradicts by alternative),1
hotpotqa_0458,hotpotqa,1,len=46,1,hits=3/8,1,gold absent (contradicts by alternative),1
hotpotqa_0681,hotpotqa,1,len=46,1,hits=2/26,1,gold absent (contradicts by alternative),1
hotpotqa_0185,hotpotqa,1,len=48,1,hits=5/26,1,gold absent (contradicts by alternative),1
squad_0305,squad,1,len=37,1,hits=1/16,1,gold absent (contradicts by alternative),1
squad_0247,squad,1,len=47,1,hits=3/14,1,gold absent (contradicts by alternative),1
squad_0032,squad,1,len=35,1,hits=2/16,1,gold absent (contradicts by alternative),1
hotpotqa_0278,hotpotqa,1,len=51,1,hits=2/17,1,gold absent (contradicts by alternative),1
squad_0281,squad,1,len=44,0,hits=0/17,1,gold absent (contradicts by alternative),0
hotpotqa_0252,hotpotqa,1,len=50,1,hits=2/22,1,gold absent (contradicts by alternative),1
musique_0373,musique,1,len=56,1,hits=2/19,1,gold absent (contradicts by alternative),1
musique_0456,musique,1,len=52,1,hits=1/11,1,gold absent (contradicts by alternative),1
musique_0648,musique,1,len=38,1,hits=3/15,1,gold absent (contradicts by alternative),1
hotpotqa_0527,hotpotqa,1,len=37,1,hits=2/24,1,gold absent (contradicts by alternative),1
squad_0386,squad,1,len=42,1,hits=1/20,1,gold absent (contradicts by alternative),1
hotpotqa_0574,hotpotqa,1,len=52,1,hits=4/29,1,gold absent (contradicts by alternative),1
squad_0330,squad,1,len=46,1,hits=1/16,1,gold absent (contradicts by alternative),1
hotpotqa_0668,hotpotqa,1,len=44,1,hits=4/17,0,gold appears affirmatively,0
hotpotqa_0328,hotpotqa,1,len=57,1,hits=4/10,1,gold absent (contradicts by alternative),1
hotpotqa_0059,hotpotqa,1,len=47,1,hits=4/33,1,gold absent (contradicts by alternative),1
hotpotqa_0890,hotpotqa,1,len=46,1,hits=1/20,1,gold absent (contradicts by alternative),1
musique_0938,musique,1,len=43,1,hits=5/26,1,gold absent (contradicts by alternative),1
hotpotqa_0183,hotpotqa,1,len=61,1,hits=5/25,1,gold absent (contradicts by alternative),1
squad_0157,squad,1,len=45,1,hits=4/20,1,gold absent (contradicts by alternative),1
musique_0576,musique,1,len=47,1,hits=3/21,1,gold absent (contradicts by alternative),1
hotpotqa_0433,hotpotqa,1,len=44,1,hits=1/17,1,gold absent (contradicts by alternative),1
musique_0852,musique,1,len=39,1,hits=3/16,1,gold absent (contradicts by alternative),1
hotpotqa_0493,hotpotqa,1,len=52,1,hits=3/14,1,gold absent (contradicts by alternative),1
musique_0107,musique,1,len=46,1,hits=4/27,1,gold absent (contradicts by alternative),1
musique_0636,musique,1,len=44,1,hits=1/26,1,gold absent (contradicts by alternative),1
musique_0815,musique,1,len=31,1,hits=2/30,1,gold absent (contradicts by alternative),1
hotpotqa_0236,hotpotqa,1,len=46,1,hits=3/4,1,gold absent (contradicts by alternative),1
squad_0391,squad,1,len=46,1,hits=4/20,1,gold absent (contradicts by alternative),1
squad_0243,squad,1,len=43,1,hits=2/24,1,gold absent (contradicts by alternative),1
squad_0095,squad,1,len=42,1,hits=1/7,1,gold absent (contradicts by alternative),1
musique_0123,musique,1,len=49,1,hits=2/25,1,gold absent (contradicts by alternative),1
musique_0378,musique,1,len=64,1,hits=4/18,1,gold absent (contradicts by alternative),1
musique_0946,musique,1,len=44,1,hits=5/27,1,gold absent (contradicts by alternative),1
squad_0089,squad,1,len=42,1,hits=2/15,1,gold absent (contradicts by alternative),1
musique_0019,musique,1,len=44,1,hits=4/13,0,gold appears affirmatively,0
hotpotqa_0261,hotpotqa,1,len=49,1,hits=5/32,0,gold appears affirmatively,0
hotpotqa_0065,hotpotqa,1,len=38,1,hits=2/47,1,gold absent (contradicts by alternative),1
musique_0033,musique,1,len=46,0,hits=0/14,1,gold absent (contradicts by alternative),0
musique_0171,musique,1,len=53,1,hits=1/32,1,gold absent (contradicts by alternative),1
squad_0103,squad,1,len=50,1,hits=4/28,1,gold absent (contradicts by alternative),1
hotpotqa_0293,hotpotqa,1,len=35,1,hits=3/22,1,gold absent (contradicts by alternative),1
hotpotqa_0399,hotpotqa,1,len=55,1,hits=4/20,1,gold negated,1
squad_0257,squad,1,len=50,1,hits=4/10,1,gold absent (contradicts by alternative),1
hotpotqa_0601,hotpotqa,1,len=42,1,hits=4/15,1,gold absent (contradicts by alternative),1
musique_0681,musique,1,len=44,1,hits=2/19,1,gold absent (contradicts by alternative),1
musique_0498,musique,1,len=51,1,hits=6/25,1,gold absent (contradicts by alternative),1
squad_0379,squad,1,len=45,1,hits=1/29,1,gold absent (contradicts by alternative),1
musique_0613,musique,1,len=48,1,hits=4/22,1,gold absent (contradicts by alternative),1
hotpotqa_0975,hotpotqa,1,len=54,1,hits=7/18,1,gold absent (contradicts by alternative),1
musique_0942,musique,1,len=44,1,hits=3/28,1,gold absent (contradicts by alternative),1
musique_0671,musique,1,len=46,0,hits=0/29,1,gold absent (contradicts by alternative),0
hotpotqa_0166,hotpotqa,1,len=45,1,hits=2/13,1,gold absent (contradicts by alternative),1
musique_0254,musique,1,len=53,1,hits=8/30,1,gold absent (contradicts by alternative),1
hotpotqa_0819,hotpotqa,1,len=51,1,hits=3/17,1,gold absent (contradicts by alternative),1
squad_0048,squad,1,len=39,1,hits=1/23,1,gold absent (contradicts by alternative),1
musique_0242,musique,1,len=42,1,hits=4/16,1,gold absent (contradicts by alternative),1
hotpotqa_0478,hotpotqa,1,len=46,1,hits=2/16,1,gold absent (contradicts by alternative),1
musique_0995,musique,1,len=47,1,hits=3/25,1,gold absent (contradicts by alternative),1
musique_0894,musique,1,len=49,1,hits=3/43,1,gold absent (contradicts by alternative),1
hotpotqa_0666,hotpotqa,1,len=42,1,hits=8/32,1,gold absent (contradicts by alternative),1
hotpotqa_0093,hotpotqa,1,len=53,1,hits=3/14,1,gold absent (contradicts by alternative),1
hotpotqa_0737,hotpotqa,1,len=41,1,hits=6/27,1,gold absent (contradicts by alternative),1
musique_0297,musique,1,len=45,1,hits=4/28,1,gold absent (contradicts by alternative),1
squad_0222,squad,1,len=44,1,hits=3/19,1,gold absent (contradicts by alternative),1
hotpotqa_0659,hotpotqa,1,len=44,1,hits=5/17,1,gold absent (contradicts by alternative),1
musique_0306,musique,1,len=44,1,hits=4/13,1,gold absent (contradicts by alternative),1
musique_0497,musique,1,len=59,1,hits=4/39,1,gold absent (contradicts by alternative),1
hotpotqa_0384,hotpotqa,1,len=50,1,hits=4/20,1,gold absent (contradicts by alternative),1
squad_0175,squad,1,len=53,1,hits=4/13,1,gold absent (contradicts by alternative),1
hotpotqa_0846,hotpotqa,1,len=34,1,hits=2/10,1,gold absent (contradicts by alternative),1
musique_0054,musique,1,len=32,1,hits=3/25,1,gold absent (contradicts by alternative),1
hotpotqa_0973,hotpotqa,1,len=50,1,hits=5/12,1,gold absent (contradicts by alternative),1
musique_0349,musique,1,len=48,1,hits=2/24,1,gold absent (contradicts by alternative),1
musique_0405,musique,1,len=43,1,hits=3/21,1,gold absent (contradicts by alternative),1
musique_0266,musique,1,len=47,1,hits=4/31,1,gold absent (contradicts by alternative),1
hotpotqa_0925,hotpotqa,1,len=49,1,hits=4/24,1,gold absent (contradicts by alternative),1
musique_0665,musique,1,len=54,0,hits=0/10,1,gold absent (contradicts by alternative),0
musique_0760,musique,1,len=50,1,hits=5/14,1,gold absent (contradicts by alternative),1
musique_0432,musique,1,len=39,1,hits=4/35,1,gold absent (contradicts by alternative),1
hotpotqa_0572,hotpotqa,1,len=45,1,hits=5/16,1,gold absent (contradicts by alternative),1
musique_0086,musique,1,len=45,1,hits=5/37,1,gold absent (contradicts by alternative),1
hotpotqa_0251,hotpotqa,1,len=52,1,hits=4/32,0,gold appears affirmatively,0
musique_0232,musique,1,len=48,1,hits=3/20,1,gold absent (contradicts by alternative),1
hotpotqa_0052,hotpotqa,1,len=45,1,hits=4/22,1,gold absent (contradicts by alternative),1
squad_0153,squad,1,len=45,1,hits=3/14,1,gold absent (contradicts by alternative),1
musique_0698,musique,1,len=39,1,hits=2/25,1,gold absent (contradicts by alternative),1
hotpotqa_0822,hotpotqa,1,len=56,1,hits=3/12,1,gold absent (contradicts by alternative),1
musique_0430,musique,1,len=47,1,hits=3/12,1,gold absent (contradicts by alternative),1
hotpotqa_0935,hotpotqa,1,len=62,1,hits=7/23,1,gold absent (contradicts by alternative),1
hotpotqa_0006,hotpotqa,1,len=56,1,hits=1/22,1,gold absent (contradicts by alternative),1
squad_0036,squad,1,len=51,1,hits=8/10,1,gold absent (contradicts by alternative),1
hotpotqa_0676,hotpotqa,1,len=39,1,hits=6/21,1,gold absent (contradicts by alternative),1
hotpotqa_0729,hotpotqa,1,len=48,1,hits=4/20,1,gold absent (contradicts by alternative),1
hotpotqa_0117,hotpotqa,1,len=46,1,hits=5/108,1,gold absent (contradicts by alternative),1
musique_0250,musique,1,len=35,1,hits=4/23,1,gold absent (contradicts by alternative),1
squad_0408,squad,1,len=47,1,hits=4/34,1,gold absent (contradicts by alternative),1
hotpotqa_0816,hotpotqa,1,len=43,1,hits=6/31,1,gold absent (contradicts by alternative),1
musique_0528,musique,1,len=36,1,hits=3/18,1,gold absent (contradicts by alternative),1
hotpotqa_0739,hotpotqa,1,len=48,1,hits=2/4,1,gold absent (contradicts by alternative),1
hotpotqa_0490,hotpotqa,1,len=52,1,hits=3/23,1,gold absent (contradicts by alternative),1
hotpotqa_0645,hotpotqa,1,len=55,1,hits=6/28,1,gold absent (contradicts by alternative),1
squad_0161,squad,1,len=46,0,hits=0/10,1,gold absent (contradicts by alternative),0
musique_0396,musique,1,len=41,0,hits=0/35,1,gold absent (contradicts by alternative),0
hotpotqa_0759,hotpotqa,1,len=43,1,hits=9/24,1,gold absent (contradicts by alternative),1
hotpotqa_0689,hotpotqa,1,len=51,1,hits=5/12,1,gold absent (contradicts by alternative),1
hotpotqa_0879,hotpotqa,1,len=49,1,hits=4/27,1,gold absent (contradicts by alternative),1
